ID,HashTags,TweetText,mentions_other,User,ritter_candidates,calai_candidates,stanford_candidates
910,,"Afraid of losing healthcare? Feeling helpless? Donate $1 to the opponents of 24 vulnerable GOP reps who voted ""yes""",;;gop,cleff,,['gop'],gop
911,"Obamacare, AHCA",disaster. time will tell if   is better.,;,trumporbust1,,[],
912,,"The Bloods &amp; Crips once squashed their beef, came together, &amp; made dope music...why can't the current Red &amp; Blue do… ","bloods, crips",erikvaldez,the bloods,[],
913,DefeatAHCA,My prayer is that all people who have been complacent about political action will be so no longer!,,liberty_frees,,[],
914,,Prepare to kiss your offices goodbye. Which states have a recall system?,;,fdhbstephanie,,[],
915,"AHCA, Obamacare","Things more dishonest than 


Iran Deal
Pretty much everything Obama did.

See how easy that was? ",;;;iran deal; obama;,kohljm,"iran,obama",['iran'],"iran,obama"
916,"MayThe4thBeWithYou, AHCA, RepealAndReplace, Resist, TheResistence, ShowSupport","@FoxNews @JessicaTarlov 
This (!)
",;;,DeepStateAI,,[],
917,,"Congressional GOPers championed a horrible bill to soothe their fragile, loss-saddled, orange-skinned leader’s ego. ",congressional gop,BrianPHickey,,[],
918,AHCA,If Trump grabs her by the pussy then he is the pre-existing condition which means he should get no coverage.,trump,thebridgebeat,trump,[],trump
919,AHCA,"Hardly a profile in courage @davereichert voted no on  because he's so weak, GOP leadership didn't think he'd survive yes vote.",gop,HutchinsMatt,,['gop'],gop
920,,Agreed,,DJ_D1g1T,,[],
921,AHCA,You dumbass libtards can buy your own insurance plan and quit bitching.,,DukeNukemSez,,['own insurance plan'],
922,ahca,the   has no CBO score. Wait till the Trump followers get a load of that. Why do you think the republicans outran that score?,cbo; trump;,mr_bluetown,trump,[],"cbo,trump"
923,,House Republicans finally pass an Obamacare repeal and replacement  via @HuffPostPol - TIME TO REPEAL &amp; REPLACE THEM!,"house republicans, obamacare",Breezegrl,house republicans,[],house
924,,"Retweeted The New York Times (@nytimes):

As House Republicans crossed 217 votes, Democrats heckled them with...","new york times;house republicans, democrats",c_hauer,new york times,"['new york times', 'the new york times']","new york times,house"
925,,"As per usual, sore losers try to place the race card. ",,jbsrq,,[],
926,,"On the bright said, there's a lot of naked and grey tops so ⚰ ",,ceeny,,[],
927,AHCA,AHCA.... A Horrible Care Act?,ahca,shingen,ahca,[],
928,,"I'd like to acknowledge and thank Republican representatives @BarbaraComstock, @HerreraBeutler, and @RosLehtinen for voting NO today.  ",republicans,Fancy_Jackalope,republican,[],
929,"Republicans, ACHA"," are so busy cheering about ""that black man's legacy"" being taken away, they don't even see their own house on fire. ",,kjduffey,,[],
930,obamacare,"If  would've been named anything different, 24 million people would still have health insurance.",,JoshKWill,,['health insurance'],
931,,while republic*ns r rejoicing in carts of beer &amp; celebratory songs millions of americans will die in the coming yrs bc of lack of healthcare,,mustardyeIIow,,[],
932,,lol. the kabuki theater continues.,;kabuki,LilMissRightie,,[],
933,AHCA,"""Many people will die.""  ",,ThePerezHilton,,[],
934,AHCA,be losing their coverage BC of their condition. Not bc they don't work. Yes there are those who physically can NOT work that finally,;;,BellaStar_88,,['bc'],
935,AHCA,Economic anxiety is a pre-existing condition and not covered under,,N8tiveDreamr,,[],
936,,And will be intercepting it,,vjf6122,,[],
937,,"""House Democrats Wave &amp; Sing ""HEY HEY HEY GOODBYE"" To Republicans After Obamacare Repeal Vote""
 ","house democrats,republicans, obamacare",ElectPiperFogle,hey hey hey goodbye,[],
938,AHCA,@AGSchneiderman @realDonaldTrump Happy to testify at  hearings; 8yr BC survivor -- only silver lining is residing in NY which mandated  coverage.,ny,socflyny,ny,[],ny
939,,Hold your applause...,,CroonerFriday,,[],
940,,@RepBrianHiggins &gt; @RepChrisCollins Your constituents are paying attention to whose interests you represent.,,cathylanski,,[],
941,"obamacare, trumpcare, gop, affordablecareact, ahca","Don't let the door hit you on the way out, congressmen.      ",,joemoconnell,,[],
942,SlowHands," A tshirt about slowhands it is awesome  i already picked one ,just see if u like guys😎🤠  ",,mrkumar2725,,[],
943,"Ryancare, AHCA, sucker","@superdudedoggie Surprise -   screws over those who get their insurance through work, too. ",,TheRealOrchid,,[],
944,Obamacare,"Time for the Senate to do its job. 

Republican Obamacare replacement bill passes House ","senate;;republican, obamacare, house",RyanGraham10,republican obamacare,['senate'],senate
945,"ahca, ad",The latest The Rae Lewis-Thornton Daily!  Thanks to @ChicagoReporter @SRC_ChangeAgent @StopBullyingGov,;,raelt,rae,[],rae lewis-thornton
946,,They campaigned on it &amp; won. What made you think they wouldn't do it? Obamacare failed to cure stupid...you're still whinging.. 👏🏻,;;obamacare,dudoronomy,,[],
947,,"Many didn't read this bill with no CBO score &amp; there barely any debate. This bill cuts care for 24M, that wasn't part of the promise.",cbo;,AmolShalia,,[],cbo
948,,Even @greta knows this is stupid.,,adjshow,,[],
949,,alternately: the 20 ppl i will kindly usher out the door before i open a can of whoop-ass on the rest of the house republicans,house republicans,shutupjoani,,['kindly usher'],
950,,"Only one from Maryland? Good, at least I'll only have to work to get one representative thrown out next year. ",maryland;,GunpowderTreasn,maryland,"['maryland', 'representative']",
951,,"Why Democrats sang “hey, hey, hey, goodbye” after House Republicans voted to repeal Obamacare  via @voxdotcom","democrats, house republicans, obamacare",kathleea1,"why democrats,house republicans",[],"house,obamacare"
952,,And exempt themselves from the rules. How can repub voters think that is ok???,;,jillbelasco,,[],
953,"Obamacare, AHCA",@SenateMajLdr @SpeakerRyan Can't wait for the 2018 elections! Karma is a bitch ASSHATS!!!,; karma,fergusoneddie,karma,[],
954,Obamacare,"And it's done, away with .
Now we dance n'groove like we just don't care! ",;,The_Big_Toe,,[],
955,iamapreexistingcondition,as a woman,,ShePersisted27,,[],
956,AHCA,This  crap is the worst prologue to a season of Leverage ever.,,Wiswell,,[],
957,"AHCA, Obamacare","Stop fascist regime &amp; House Republicans bf more hurt/killed, here or arnd world!


Health Care Act
 ",house republicans; health care act,JasmineSonadora,,[],
958,"AHCA, angrytweet","Thanks for taking away healthcare from millions Paul Ryan, you smug son of a bitch  ",paul ryan,TheMennoKnight,paul ryan,['away healthcare'],"paul ryan,"
959,"MayThe4thBeWithYou, AHCA, RepealAndReplace, Resist, TheResistence, ShowSupport","@MikeBloomberg 






This (!)


",;,DeepStateAI,,[],
960,,Remember when men took care of their women and children and didn't rely on gov to do it,,rlgordon18_ruth,,[],
961,"AHCA, columbia"," Opposition Rally today at repjoewilson's office in . His ""yes"" vote sealed his… ",;,TechnicallyADoc,repjoewilson,[],
962,AHCA,"I never want to hear republicans say ""prolife"" ever again. ",republicans,PreetJ11,,[],
963,,This is so sad. So many people will lose coverage due pre-existing conditions.,;,joelsg14,,[],
964,"AHCA, ACA, impeachTrump","Not one single person in this very white, very male photo will be affected if the  passes.     ",,CathyFielding,,[],
965,"HouseGOP, Obamacare, ahca"," pass bill to replace and repeal 
[AI based summary,in Messenger:
    ",;messenger,cruxfinder,,['messenger'],
966,,"While they were busy celebrating trying to take away healthcare to millions of people....this happened.

",,RC90028,,[],
967,AHCA,With  Republicans have become the party of Scary Clown Cars. Wait til you see how they add their tax schemes to the mix Sad+Bad,"republicans, scary clown cars;",PhilaHowieRose,scary clown cars,[],
968,AHCA,"Oh look. A bunch of old white guys, hating on women.
 ",;,dlbvet,,[],
969,,Is this guy kneeling while DJT sits on the throne? LOL that's some serious American pride right there.,;amrican,LizRabban,djt,[],
970,Obamacare,@SenSchumer how is  doing? You promised Americans that it was the greatest thing since sliced bread. Were is it now? Bankrupt!!!!!,;americans;;,JamesJhr42,,[],
971,AHCA,"We are deeply disappointed that @stevekingia
voted in favor of  and against protecting patients. ",;,ALAIowa,,[],
972,,It's the real issue causing divide... racism takes a backseat,;,SlimDuncan3,,[],
973,AHCA,"In spite of what our parents told us, the bad guys ALWAYS win. ",,KellyGirlonFire,,[],
974,news,"  Trump, House Republicans take health-care victory lap in Rose Garden ","trump, house republicans, rose garden",bosocial,"trump,house republicans,rose garden",[],"house,rose garden"
975,,Add your name: Fuck House Republicans. They're heartless monsters who just passed a bill to kill tens of thousands of Americans.,house republicans; americans,TOPSTITCH95,,[],fuck house
976,AHCA,"""Fiscally responsible""? No. Good for the people? No. People want it? No. Good for gov.? No. So what remains but hate and selfishness? ",;;;;;;;;;;,VulpesUpskirta,,['gov.'],
977,"AHCA, DoTheRightThing",Legit praying the Senate does the right thing in regards to this nonsense the republicans are trying to push through,"senate, republicans",CutlerCoalition,,['senate'],senate
978,disabled,"As the daughter of a retired special education teacher with  people in my life, this is extra fuel for my rage. ",,DrADThrasher,,['a retired special education teacher'],
979,AHCA,"Y is it that I have to spend so much time and beg @RepEdRoyce to vote NO on ? And yet, he still defied and voted YES. U r cruel &amp; cold.",;;,WorldOfChrissy,,[],
980,AHCA,"@KevinMKruse Fundraising spike following  vote via @actblue single page fundraiser for Democrats. 
 ",democrats,xafferty,fundraising spike,['single page fundraiser for democrats'],
981,,It's Goh-time!,,scottwongDC,,[],
982,AHCA,"@FoxNews @POTUS @POTUS on : ""The groups have all come together."" ",,DandelionDollar,,[],
983,AHCA,"I see white people.
 ",,BeachcomberNC,,[],
984,"Obamacare, crybabylibs","If  would have been left ti implode, it would have been Bush's fault. ",bush,kacfoto17,bush,['bush'],
985,,House Republicans pass an Obamacare repeal and replacement; Sad day for Americans!  via @HuffPostPol,"house republicans, obamacare, americans;",RitaTanos,house republicans,[],house
986,,"Darrell Issa will be remembered for putting the AHCA over the top. Hopefully, one day he will be smart enough to regret it
  ","darrell issa, ahca;",protestcards,"darrell issa,ahca",['darrell issa'],"darrell issa,ahca"
987,"AHCA, trumpfail, Trump","Well trump voters, if this isn't proof he doesn't care about u &amp; never did idk what is    ",trump,FlipNoir,,[],
988,"mysoginy, AHCA, TheResistance, notnormal"," Women are penalized. Pre-existing, rape, ovarian cancer, and men not. Testicular cancer covered.   ",;;,jennmhunter,,"['ovarian cancer', 'testicular cancer']",
989,ObamaCare,"Not only did @RepublicanCowards @RepKinzinger &amp; @PeterRoskam vote against , they were afraid to tell their constituents beforehand ",,PoliticalOz,,[],
990,AHCA,Spineless Mayonnaise Turds Celebrate Victory Over Michelob Lites &amp; Hair Plug Procedures (covered by ),mayonnaise,grinandberit,spineless mayonnaise turds celebrate victory over michelob lites,[],
991,AHCA," I am so saddened by this news 😢Are they trying to eradicate the poor and the low income people, because that's whats going to happen 🤔",,Peace2yaa,,[],
992,,The cognitive dissonance is astounding.,,Carter_Quinn,,[],
993,,"The President and the Future Speaker, together at last ",president,LousyPundit,the president and the future speaker,['the president and the future speaker'],
994,"mentalhealthmonth, crush, AHCA",My   is Rep. Joe Kennedy. Calling it like it is 💚  The GOP Republicans,rep. joe kennedy; gop republicans,citizen_spatzi,joe kennedy,"['gop', 'rep. joe kennedy']","joe kennedy.,gop"
995,AHCA,I'm just sitting here thinking about all the people that could die because of this 😢,,bunnie1129,,[],
996,AHCA,Make a list of the vulnerable Republican  voters and repeat them to yourself like Arya Stark until 2018.,"republican, arya stark",whithonea,arya stark,['arya stark'],arya stark
997,"ResistTrumpCare, RESISTANCE","Remember them, one and all, come election time.   ",,msnortonela,,[],
998,"Obamacare, Oakland",House GOP Bill To Replace Obamacare Based On A Lie According To CNN’s Bash,"house, gop, obamacare, cnn",OaklandNews2,,"['gop', 'cnn']",
999,"resist, remove, MayTheFourthBeWithYou","forget 
we need to  House Republicans

screw The GOP",;house republicans;gop,88weighted,,['gop'],"house,gop"
1000,AHCA,"Who's running against @RepSamGraves next? I've got some money I'd like to donate, thanks to his vote for the reprehensible ",;,gillMOca,,[],
1001,"Obamacare, ENEWSCHAT",Over to you senate as the first step in repealing  becomes a reality under Trump,trump,IrishandChin,,['senate'],trump
1002,,This fucker is going to love the gulag.,,taintedbill,,[],
1003,,"House Republicans: Healthcare for me, none for thee.
A huge middle finger to Americans from coast to coast and from south to north!",house republicans; americans,JustinThyme_HP,,[],healthcare
1004,"AHCA, Obamacare",Check out this thread.,,NicoleJButler,,[],
1005,,@cnn @MSNBC @maddow @FoxNews @cbs @PBS @ABC @npr @nytpolitics @nytimes @NBCNews @cspan @WSJ do your jobs.,,redhardino,,[],
1006,AHCA,"What if Senate passes a different version of ? GOP can say they ""repealed Obamacare"" but no bill goes to POTUS, avoiding backlash.","senate; gop,obamacare, potus",TruthTeamOne,"senate,potus","['gop', 'senate']","senate,gop"
1007,"ACA, Obamacare, Travesty, America, GOPsucks, GOPfail, EpicFAIL, VoteThemOut, VoteBLUE",The GOP's killing of  aka  is a F******  &amp; disgrace to !,gop,SpencerKarter,gop,['gop'],
