ID,HashTags,TweetText,mentions_other,mentions_other_limited_types,URLs,User
645,social distancing,Social distancing,,,,gregphil
646,social distancing,I am really impressed with business' response to Coronavirus and how quickly they have developed solutions for sta…,,,,JakeMis3538
647,social distancing,Beshear: Social distancing is not social isolation. But we need you to be healthy at home. The grocery isn't a soci…,Beshear;;;,Beshear;;;,,WFPLNews
648,social distancing,Minnesota summer I just around the corner to practice some social distancing on the lakes. I made this video in 201…,Minnesota;;,Minnesota;;,,ELinaresFilms
649,social distancing,"@GlitterOnTheGo Hi there, thanks for reaching out. We do allow associates to wear gloves [or a mask] if the associa…",;;,;;,,Hannaford
650,social distancing,@econet_support Thank you @econet_support I thought you’re closing your shops due to Covid19 social distancing. Isn…,Covid19;;,;;,,tawazmataz1
651,social distancing,Me social distancing @ArianaGrande @FrankieJGrande love them,,,,mxnboca
652,social distancing,Joey and I had a blast in the Robinson teacher parade today! It was so good to see so many smiling faces!! Thank yo…,"Joey, Robinson;;;","Joey, Robinson;;;",,DebraMatus
653,social distancing,Social distancing kept per capita flu-related deaths in St. Louis to less than half of those in Philadelphia Ending…,"St.Louis, Philadelphia","St.Louis, Philadelphia",,deedeeindetroit
654,social distancing,@G_Vazquez15 They will ? getting drunk while social distancing ?,;;,;;,,Nyjahhhhhhhh
655,social distancing,@DrOz @Doctorsuevarma I am watching your interview today with the Dr. and shocked by the fact that you are sitting…,,,,shirleysee10
656,social distancing,@hughriminton @TheLyonsDen And people in Sydney eastern suburbs practice social distancing and isolating after returning from OS.,Sydney,Sydney,,Covid20209
657,social distancing,"Spent 1 hr speaking to staff @RMPGPsurgery worried about coming into workplace, social distancing and concerns for…",,,,Dochayter
658,social distancing,@SpiderCage We just need to continue social distancing until #46 takes control.,,,,JuliIndica
659,social distancing,"casuals angry for loss of work, customers rude and aggressive at the idea of social distancing and the workers tryi…",,,,katticus28
660,social distancing,@SimonHarrisTD Social distancing in the Dail ?,,,,nilbymouth
661,social distancing,@youbunchofmarks @TimeOutChicago The Governor’s EO grants permission to go to the parks provided you practice socia…,,,,KijaKalimbre
662,social distancing,@taylorswift13 #QuarantineCats lol! My cat everyday! Luna is very good at social distancing. On another note-my son…,;;;,;;;,,Christi33920747
663,social distancing,"@BeauchampDr Yes, I've been, in my head, using this term, because I feel it's more apt, and doesn't seem to conjure…",,,,TimJRees
664,social distancing,"In accordance with the statewide, stay-at-home order, all playground equipment, picnic areas, tennis and basketball…",,,,TownOfMead
665,social distancing,@sardesairajdeep What behavior are you promoting here? Most of the Bengalis working outside Bengal. Is the reason…,";;Bengalis, Bengal;",;;Bengal;,,unni99860
666,social distancing,@thomaskaine5 I guess that is good enough news to end the social distancing requirements and purposely infect more people.,,,,bryan_johnsen
667,social distancing,#TrumpPressConference #coronatesting Trump wants to loosen up on social distancing based on 'geographic risk factor…,Trump,Trump,,cargal
668,social distancing,One of the hardest things right now is refraining from offering help to people moving out because of social distancing. ):,,,,jearbear006
669,social distancing,@FairwayMarket PLEASE enforce social distancing. Many drugstores and supermarkets limiting customers. Went to 125th…,;;;,;;;,,RightonNYC
670,social distancing,"I have a feeling if you all don’t practice social distancing and isolation, football next season will be canceled.…",,,,xandra_mari
671,social distancing,WATCH LIVE: Members of the U.S. Coronavirus Task Force hold a briefing.,"U.S., Coronavirus","U.S., Coronavirus",,WISH_TV
672,social distancing,"I just saw a dude buy a whole box of cigarillos in 7/11. The whole ?, not just a few packs. Either he is planning a…",;;;;,,,my_royality
673,social distancing,.@CityofHoboken @RaviBhalla Can we shutdown some roads for social distancing like NYC plans to do? How about River…,NYC;;,NYC;;,,verondoms
674,social distancing,"This ball traveled an estimated 4 miles and back in approximately 5 seconds, father son catch on opening day, socia…",,,,jcjdnut
675,social distancing,Trump says new coronavirus 'guidelines' will address potential changes to social distancing rules,Trump,Trump,,OzarksVet
676,social distancing,Social distancing fail!,,,,Kashandara
677,social distancing,"@CNNPolitics What do ""wishes"" mean, has the president recommended we end social distancing?",,,,JackMartensite
678,social distancing,Going to an empty beach an hour and a half from your house with 6 friends is not social distancing,,,,skyymathers
679,social distancing,Social distancing just a nod @RobboRanx @bujubanton Robboranxradio ooooooooooo ?????????????????????????cough is like a gun shot ppls move,Robboranxradio;;,Robboranxradio;;,,Plivelifegood
680,social distancing,@realLukeMurray things are getting real mate I woke up this morning with the biggest fat ever the wife give me the…,,,,seadoomad
681,social distancing,"Watch live: President Trump, other members of White House coronavirus task force give daily briefing","Trump, coronavirus","Trump, coronavirus",,KTLA
682,social distancing,"Social distancing thing is going well, I first did it when I was a kid when my dad left me",,,,paki_waffles
683,social distancing,SOCIAL DISTANCING,,,,GravitySpaceMeo
684,social distancing,i miss anecia and cynthia fuck this quarantine and social distancing bullshit,,,,faesongs
685,social distancing,"Check out our latest video, on social distancing! Make sure to subscribe to our YouTube ch…",;YouTube;,;YouTube;,,morningstarlab
686,social distancing,@redmcgraw1 @KathyJohnsonCCO @ErinOTooleMP 40 times the airports and much more disregarding social distancing (spr…,,,,newsman6611
687,social distancing,A great storyline for the upside case for #covid19 in the US is that despite not having the social compliance of a…,US,US,,gavin_kickstart
688,social distancing,"How can thebpresident establish social distancing guidelines when we cant even test to see who is low, medium or high risk. Dumbass",;;,;;,,jmafnp
689,social distancing,"#aap government doing great job, please try to maintain social distancing.. there are lot many pictures and videos…",;;,;;,,a_taher
690,social distancing,ITS FOUR PEOPLE. SOCIAL DISTANCING DIFFERS FROM QUARANTINING ????????,;;,;;,,_niyaamari
691,social distancing,Luke Skywalker: Social distancing before it was cool.,Luke Skywalker,Luke Skywalker,,KishaFisha
692,social distancing,"@SkyNews That's it, social distancing doesn't matter when the camera crews show up.. how else would they get a shot…",;;,;;,,DarkManatee
693,social distancing,Study by UT's Lauren Meyers & Dell Med shows why social distancing so important. Hopefully graphs convince central…,"Lauren Meyers,Dell;;","Lauren Meyers,Dell;;",,VikkiGoodwinTX
694,social distancing,@mjrowland68 @BreakfastNews Bite the bullet and admit hairdressing doesn't comply with social distancing and close…,,,,peter25631
695,social distancing,"@jeffmorgan1967 @CNN @realDonaldTrump @POTUS In the event, which I agree is entirely likely but--based on evolving…",,,,NanHayworth
696,social distancing,"No single step will suffice, WHO Director-General Tedros Adhanom Ghebreyesus stressed at a recent press conference.…",Tedros Adhanom Ghebreyesus,Tedros Adhanom Ghebreyesus,,wired_we
697,social distancing,Worried about coronavirus I tried social distancing. Here's why it failed.,coronavirus;;,;;,,3wombats
698,social distancing,@joewenker @Eric_T_MPLS He's practicing his social distancing.,,,,sklar37
699,social distancing,"Someone I know is not social distancing because ""we gotta get on with this thang"" and shes ""fit as anything probabl…",,,,furelisehernke
700,social distancing,It was lovely to see all my neighbours out for #clapforNHS earlier tonight. Social distancing was maintained!,;;,;;,,shann1972
701,social distancing,"As executive orders continue to tighten restrictions on Michigan citizens and businesses, City Pulse has received e…","Michigan, City Pulse","Michigan, City Pulse",,CityPulse
702,social distancing,"Perfect for social distancing at The Conch House. This is where I would like to be quarantined, how about you? ???…",Conch House;;,Conch House;;,,ConchHouseExuma
703,social distancing,21 savage just dropped the quote of the year on Tory Lanez live ? “Social distancing from all fuck niggas”,Tory Lanez;;,Tory Lanez;;,,mwllms94
704,social distancing,social distancing with day 12: started to ?actually? study today until that last presentation destroyed my one drop…,;;;,;;;,,not_kansu
705,social distancing,@VodkaMuse Damn social distancing! ?,,,,RobertCaruso72
706,social distancing,"Hello! First, how is everyone doing??? I’m kind of stuck with this brother so we are social distancing together. I’…",;;,;;,,JennaVaughn07
707,social distancing,Emotional video shows neighbors greeting girl returning from final chemo treatment amid coronavirus isolation Well…,coronavirus,,,Tonythemac1
708,social distancing,Fun Fact: I can be a city girl but I can be a “cow”girl too! Havin’ fun with a couple of my cows in this warm weath…,;;,;;,,avarosemusic
709,social distancing,@PPFA @michaelianblack @GovAbbott @ReproRights More lives will be saved by shutting down Planned Parenthood than social distancing.,,,,mrjosco
710,social distancing,"So what about all of the #SnowBirds here in #Arizona who party all day, every day, and those from #California who h…",,,,RightWingLawMan
711,social distancing,"@TRHLofficial If you want to practice some extreme social distancing, come out to Wyoming and say hello! LOL",Wyoming,Wyoming,,TheProgCons
712,social distancing,"@DerbyshireRPU I was out on my bike today and saw double-crewed RPU vehicles, care to explain your social distancin…",,,,69sjg
