ID,HashTags,TweetText,mentions_other,output_mentions
823,"AHCA, Trumpcare",This whole  thing makes my head hurt &amp; pressure go up. One way or another @HouseGOP wants me to die. Heartless bastards.,;;,"[[], [], []]"
824,,What a disgrace.,,[[]]
825,,"I don't know why we would expect her to. This notion that Ivanka is a ""Voice of reason"" is a Centrist delusion. ","; ivanka, centrist","[[], []]"
826,AHCA,. How much did the taxpayers pay for their celebration?  What asses!!!,;;,"[[], []]"
827,"AZ, GOP, ACA",Andy Biggs was sole  Congressional  House member to vote against  repeal,"andy biggs, congressional house ",[['house']]
828,"Obamacare, TrumpCare",Same people against  R the main ones that need it🤔cuz  is 4 the rich &amp; uninjured &amp; U aint Rich😂,,[[]]
829,AHCA,Today is an absolutely sad day for America. I'm at a loss of words because I'll definitely lose my health insurance now.,america;,"[['america'], []]"
830,AHCA,"""Oh wow, thanks for visiting-"" ""Actually, Lord Vader says you can't stay here."" *pulls out of bed*   ",lord vader;,"[[], []]"
831,AHCA,Ever read Better off Dead? Read it. You'll see PTSD in the (albeit Canadian) military. Rape is NOT a pre-existing condition  1/2,";;ptsd, canadian;","[[], [], [], ['canadian']]"
832,"TheResistance, Deathcare, AHCA","Let's get  trending as the right name for  since that's what it really is!

PLS RETWEET

@mikefarb1
@HouseGOP",;;;;;;;,"[[], [], [], []]"
833,,I just published “The House Republicans’ Shameful Suicide Pact”,house republicans,[['the house republicans']]
834,AHCA,. The Grand Ole Putin Party has delivered for their Murderous Boss. Americans will surely Die! Congrats Vladimir. Your plan is working.,"grand ole putin party, putin; americans; vladimir;","[['americans'], [], [], []]"
835,,Shit they will never experience.. amazing,;,[[]]
836,,GONE GIRLS AND BOYS!!,,[[]]
837,"AHCA, ResistTrump, VoteThemOut",My pinned tweet IS NOT A JOKE!!!   We must  plz read n spread my pinned 🙌🏽🙌🏽🙌🏽 @mmpadellan @funder @CNN,;,"[[], []]"
838,"aca, ahca, obamacare, whitesupremacy, institutionalracism","""white folk hate me like obamacare."" - @JosephChilliams Words still hold true     ",obamacare;,"[['obamacare'], []]"
839,AHCA," passing while Congress keeps their Obamacare but u see ppl getting happy to ""watch the left cry"" are dumb as shit. Y'all left out to!","congress, obamacare;","[['congress', 'obamacare'], []]"
840,,Thanks men who don't have to deal with any of these. Unacceptable.,;,"[[], []]"
841,AHCA,"This is it people, time we 4get Trump &amp; focus all our energy on""The GOP"". Hold them to account on everything including what Trump does","trump, gop;trump","[['trump', 'gop'], ['trump']]"
842,,Let's hope so....,,[[]]
843,AHCA,Special ed services for disabled kids would be cut under the .  Not much discussed;  really important.  @CitizenCohn,;;,"[[], [], []]"
844,,"How about that coward @jasoninthehouse Jason Chaffetz, the House Oversight Chair who skipped town for Flynn, but slithered back for ","jason chaffetz,  house oversight chair, flynn","[['house', 'flynn']]"
845,"ahca, trumpcare",The latest The Mich Stepping Stones Daily!  Thanks to @bett1230 @Bad_Woof @HillarySi2016,the mich stepping stones daily;,"[[], []]"
846,AHCA,two of my immediate family members will die if the  passes the Senate,senate,[['senate']]
847,AHCA,America needs help. Someone please help us.,america;,"[['america'], []]"
848,,Thread 👇🏽,,[[]]
849,AHCA,"GOP,
Your actions belie your words and show that truly you are evil cowards only concerned with yourselves. You voted to KILL CHILDREN
",gop;;,"[['gop'], [], []]"
850,,Watch as Democrats break out in song as the AHCA passes the House,"democrats, ahca, house","[['democrats', 'ahca', 'house']]"
851,,republicans are literally evil lol,republicans,[[]]
852,AHCA,Every Republican who voted for  routinely congratulates themselves for the moral superiority conferred by their smug Christianity.,"republican, christianity",[[]]
853,,"This is messed up. Shame on them ""House Republicans narrowly pass controversial bill to overhaul health-care system"" ",;;,"[[], ['house republicans']]"
854,AHCA,. @GOP concerned about looking us in the face over . Should worry about that as they turn us into Europe w the refugee program.,;europe,"[[], ['europe']]"
855,Obamacare,ObamaCare repeal bill could affect employer health plans: report  ♥♥♥,obamacare,[['obamacare']]
856,AHCA,"If you ever seriously said ""but her emails,"" whatever mental disorder you have is a pre-existing condition not covered under the .",,[[]]
857,,Suggest not partying yet ... @POTUS @mitchmcconnell_,,[[]]
858,"Trumpcare, Obamacare"," -- preview of its clever ""high risk pools"" (See  for less expensive, better coverage) ",,[[]]
859,AHCA,".@FoxNews @POTUS @GOP @CNN @MSNBC I'm still doubtful, but hopeful at the same time. Not like we have a choice. We shall see. ",;;,"[[], [], []]"
860,AHCA,"Is this what Trump meant by ""grab them by the pussy?"" ",trump,[['trump']]
861,AHCA,Would u wanna b a GOPer who voted against  n has 2 face the wrath of the base or 1 who voted 4 it n has 2 face the wrath of evry1 else?,,[[]]
862,,I hate him and them and the bill,,[[]]
863,AHCA,I will literally die lol.,,[[]]
864,"AHCA, TrumpCare, GOP",Sounds about right. Fake Christians just voted to kill their voters for a tax cut.,;christians,"[[], []]"
865,AHCA,"But to Congressmen, this will never matter. Why? Congress and their staff are exempt. They still get the care we all deserve.  13",congressmen;;congress;;,"[[], [], ['congress'], [], []]"
866,AHCA,"More appropriate would be ""left a trail of slime as he returned for .""  Snakes have much more class than slugs. Anyone have salt? ",;snakes;,"[[], [], []]"
867,,"We shouldn't call it Trumpcare, since @realDonaldTrump doesn't. ",trumpcare,[['trumpcare']]
868,AHCA,"@senrobportman @amyklobuchar Will u oppose ,which would eliminate any progress made in the fight against the ?Will u fight for Ohioans?",;ohioans,[[]]
869,BREAKING,": House Republicans have narrowly passed a bill to repeal and replace Obamacare, in a major victory for @realDonaldTrump","house republicans, obamacare","[['house republicans', 'obamacare']]"
870,AHCA,"On the bright side, if we lose our coverage, we'll save $$$$ on premiums that we can put towards our big funeral costs. ",,[[]]
871,,"""Quality &amp; affordable healthcare with key patient protections is necessary for the health &amp; safety of &gt;32 million Americans w/ lung disease""",americans,[['americans']]
872,AHCA,I have yet to see @SenJohnMcCain Sen @JeffFlake demonstrate they care about their constituents over party but I pray they will vote no,,[[]]
873,,House Republicans pass bill to repeal Obamacare  via @FT,"house republicans, obamacare","[['house republicans', 'obamacare']]"
874,AHCA,"Again, USA: Trump wants  so that he can kill 29,000 Americans a year and give himself $75 for every death.","usa, trump, americans","[['usa', 'trump', 'americans']]"
875,AHCA,this is what 45 supporters voted for....sad ...they shot themselves in the ass and now can't afford medical care for the wound...,,[[]]
876,AHCA,"-If R/conserv: Loyal GOP; DT may have lost u, but stand by this Rep—BUT  travesty loses it (turning you single-issue)","gop, rep, dt","[['gop', 'dt']]"
877,"FoxNews, ThisWeek, PBSNews, CNN, Trump, ObamaCare","@FoxNews @POTUS       We are the Champions, We are the Champions, We are the Champion   ",,"[['champions', 'champions']]"
878,,Front-lines leadership.,,[[]]
879,RESIST,REPUBS WILL PAY THE PRICEHouse Republicans finally pass an Obamacare repeal and replacement  via @HuffPostPol,"house republicans, obamacare",[['obamacare']]
880,AHCA,@RepJohnKatko Thank you for voting no on the .,,[[]]
881,"AHCA, ObamaCare, TrumpCare",Romania🇷🇴 Russia🇷🇺 Serbia🇷🇸 Sweden🇸🇪 Switzerland🇨🇭 UK🇬🇧Bahamas🇧🇸 Canada🇨🇦 CostaRica🇨🇷 have Universal Health Care,"romania, russia, serbia, sweden, switzerland, uk, bahamas, canada, costarica, universal health care",[[]]
882,LicenseToDiscriminate,But it is ok because we have a  now! Good day for all those 'Christians' can't wait until you face our maker!,;christians,"[[], []]"
883,"shameonyou, obamacare, ACHA, killthebill",Malignant Republican reps who voted for this Trump-Doesn't-Care bill just committed a hate crime.,"republican, trump",[['trump']]
884,AHCA,"Watching the flow of news on the , feeling like I'm watching a play I've seen before but with different actors cast as the same roles.",,[[]]
885,"BlackTwitter, BlackLove, NoScrubs, ObamaCare",STOP PLAYING: Are you slipping on a good man? Rethink UR priorities,;,"[[], []]"
886,,Not the best example. SSRI's only cost about $10 a month without insurance - and therapy sessions cost money w/ or w/o health insurance,;,"[[], []]"
887,,The GOP health bill will take away rehabilitative care. @RepJimRenacci it's time We're supporting your opponent.,gop;,"[['gop'], []]"
888,Obamacare,Is your America great now?,america,[[]]
889,AHCA,Republicans make it easy for me to have no respect for them,republicans,[[]]
890,,Exactly!,,[[]]
891,AHCA,"Lou's right. Once again, the wealthy and powerful take from working families.  is bad for Ohio and our country… ",lou;;ohio,"[[], [], []]"
892,AHCA,@PatrickMcHenry you didn't listen to your constituents and you voted yes to  now it's time for us to vote you out of office.,,[[]]
893,AHCA,Healthcare in US under,us,[[]]
894,"ObamacareHelpedMe, Obamacare, AHCA"," get this fresh batch of sweet sweet liberal hysteria! 

  ",,[[]]
895,,Staggering,,[[]]
896,GOPHealthCare,Anyone who is pro abortion does NOT get to complain about,abortion,[[]]
897,,"This is how they treat their Mothers, sisters and daughters. I hope whoever voted for them realizes that, they don't give a damn about you. ",;,"[[], []]"
898,AHCA,"Got to ask all fifty GOP senators this question with the utmost respect

How would you like history to remember you?

",gop;;;;;,"[[], ['gop']]"
899,,So every cloud has a silver lining... I suppose.,;,"[[], []]"
900,"MayThe4thBeWithYou, AHCA, RepealAndReplace, Resist, TheResistence, ShowSupport","@BillKristol 
This (!)",;;,"[[], []]"
901,AHCA,Get in touch with your reps,reps,[[]]
902,Obamacare,fucking squall baby libtards are saying pre-existing conditions over and over on twitter shitter today hahaha bullshit idiots,twitter,[['twitter']]
903,"AHCA, Trumpcare",@CNN Get a job and get coverage. Simple. Don't wait around for the American taxpayer to pick up YOUR tab.,;;american,"[[], [], ['american']]"
904,AHCA,I keep going from laughing to crying about all these dependent ppl who want gov to control their lives so sad,,[[]]
905,"blessed, AHCA, preexistingconditions",to be a white man right about now (or every day),,[[]]
906,"Obamacare, ACHA",BREAKING: The GOP voted (217:213) to repeal the ACA. Meet the pre-existing conditions!,"gop, aca;","[['gop', 'aca'], []]"
907,"Obamacare, savemycare, resist",217 reps should lose health care coverage ASAP! the constituents that were previously yours WILL remember,reps;,"[[], []]"
908,,The GOP really needs to take back the Senate in 2018. They can't get anything passed without a majority there.,"gop, senate;","[['gop', 'senate'], []]"
909,"MayThe4thBeWithYou, AHCA, RepealAndReplace, Resist, TheResistence, ShowSupport","@PeteOlson 
This (!)",;;,"[[], []]"
910,,"Afraid of losing healthcare? Feeling helpless? Donate $1 to the opponents of 24 vulnerable GOP reps who voted ""yes""",;;gop,"[[], [], ['gop']]"
911,"Obamacare, AHCA",disaster. time will tell if   is better.,;,"[[], []]"
912,,"The Bloods &amp; Crips once squashed their beef, came together, &amp; made dope music...why can't the current Red &amp; Blue do… ","bloods, crips",[[]]
913,DefeatAHCA,My prayer is that all people who have been complacent about political action will be so no longer!,,[[]]
914,,Prepare to kiss your offices goodbye. Which states have a recall system?,;,"[[], []]"
915,"AHCA, Obamacare","Things more dishonest than 


Iran Deal
Pretty much everything Obama did.

See how easy that was? ",;;;iran deal; obama;,"[[], [], ['obama'], []]"
916,"MayThe4thBeWithYou, AHCA, RepealAndReplace, Resist, TheResistence, ShowSupport","@FoxNews @JessicaTarlov 
This (!)
",;;,"[[], []]"
917,,"Congressional GOPers championed a horrible bill to soothe their fragile, loss-saddled, orange-skinned leader’s ego. ",congressional gop,[[]]
918,AHCA,If Trump grabs her by the pussy then he is the pre-existing condition which means he should get no coverage.,trump,[['trump']]
919,AHCA,"Hardly a profile in courage @davereichert voted no on  because he's so weak, GOP leadership didn't think he'd survive yes vote.",gop,[['gop']]
920,,Agreed,,[[]]
921,AHCA,You dumbass libtards can buy your own insurance plan and quit bitching.,,[[]]
922,ahca,the   has no CBO score. Wait till the Trump followers get a load of that. Why do you think the republicans outran that score?,cbo; trump;,"[['cbo'], ['trump'], []]"
923,,House Republicans finally pass an Obamacare repeal and replacement  via @HuffPostPol - TIME TO REPEAL &amp; REPLACE THEM!,"house republicans, obamacare","[['house republicans', 'obamacare']]"
924,,"Retweeted The New York Times (@nytimes):

As House Republicans crossed 217 votes, Democrats heckled them with...","new york times;house republicans, democrats","[['house republicans', 'democrats'], []]"
925,,"As per usual, sore losers try to place the race card. ",,[[]]
926,,"On the bright said, there's a lot of naked and grey tops so ⚰ ",,[[]]
927,AHCA,AHCA.... A Horrible Care Act?,ahca,[['ahca']]
