ID,HashTags,TweetText,annotation_limited types,ritter_candidates,calai_candidates,stanford_candidates,User
1124,,"It is now 07:21 AM on Monday , June 22 , 2015 ( US/Eastern) .",,,['gop'],"house,gop",88weighted
1125,,"https://t.co/TDifK6vJQl December 09 , 2015 at 03:28 PM",,,['gop'],"house,gop",88weighted
1126,,"Athens #weather on August 16 , 2015 - 08/16/2015",Athens,,['gop'],"house,gop",88weighted
1127,,@didoharding #TalkTalk asleep on job springs to mind . Last year breach told you action needed ...,#TalkTalk,,['gop'],"house,gop",88weighted
1128,,Text ' L A C U R A ' to 33733 to get on my guestlist to see Young Dro Friday at #ClubLacura,"Young Dro,#ClubLacura",,['gop'],"house,gop",88weighted
1129,,It was a great opening day cant wait to go back on Sunday @swbrailriders #SWBRailRiders,,,['gop'],"house,gop",88weighted
1130,,RT @JamzLdn : Money May clear winner so far . Paq is fighting holograms,,,['gop'],"house,gop",88weighted
1131,,Today 's the day https://t.co/kGQIjQ29D8,,,['gop'],"house,gop",88weighted
1132,,RT @DanceGoaI : December has everyone like https://t.co/N4CtJ57cKz,,,['gop'],"house,gop",88weighted
1133,,joy_redona #PushAwardsLizQuens https://t.co/8CtzPcMG8n,,,['gop'],"house,gop",88weighted
1134,,Attack started with SQL Injection Vulnerability in TalkTalk Data Breach #CyberSec #AppSec #SQLi …,TalkTalk,,['gop'],"house,gop",88weighted
1135,,@therightswrong @killabeez357 No need to resort to cursing about this . Plenty of intelligent words work . Sad . #MarysvilleShooting,,,['gop'],"house,gop",88weighted
1136,,"@DanEdwardsGoal astonishing that game 5-6 is played in June 2016 , so clashes with Copa Centenario . Seems certain way to have B teams in Copa ?","Copa Centenario,Copa",,['gop'],"house,gop",88weighted
1137,,3 killed in Detroit barber shop shooting : Three people have died and others were injured at a barbers ... #phoenix,Detroit,,['gop'],"house,gop",88weighted
1138,,"RT @1DUSAUpdate : Zayn leaving his house today #1 - March 27 , 2015 ( via )",Zayn,,['gop'],"house,gop",88weighted
1139,,"You may be feeling restless , eager to act out on the aggressiv ... More for Scorpio",Scorpio,,['gop'],"house,gop",88weighted
1140,,Sunday Service : The Ministry of Motherhood by Pastor Troy Dorrell,"The Ministry of Motherhood,Pastor Troy Dorrell",,['gop'],"house,gop",88weighted
1141,,San Bernardino shooting : At least 14 dead - BBC NewsBBC News,"San Bernardino,BBC,NewsBBC News",,['gop'],"house,gop",88weighted
1142,,RT @AJENews : Syria 's Assad held talks with Putin in Moscow on Tuesday on unannounced visit - Kremlim https://t.co/DnXUKBwAYZ,"Syria,Assad,Putin,Moscow,Kremlim",,['gop'],"house,gop",88weighted
1143,,RT @ItsZombae : Everyone support @Personalityfits for the new wave coming tomorrow,,,['gop'],"house,gop",88weighted
1144,,"I'm at #Cemaes #carnival today , Monday 31st August , from 1pm on the playing fields . #bankholidayweekend #Anglesey #YnysMon #Carnival2015",#Cemaes,,['gop'],"house,gop",88weighted
1145,,apparently snow isn't gunna be here this November)- :,,,['gop'],"house,gop",88weighted
1146,,Engagement shooting in this beautiful city . Love photo shoots on the Chicago River Walk . @… https://instagram.com/p/8MM81kKZZF/,Chicago River Walk,,['gop'],"house,gop",88weighted
1147,,"Sign your kids up for our next Explosion Camp , which runs from Sept . 28-Nov . 21st . Great results 4 student athletes !",Explosion Camp,,['gop'],"house,gop",88weighted
1148,,"Rabu , 02 September 2015 Jam 08:05",,,['gop'],"house,gop",88weighted
1149,,"This is a "" false-flag "" assertion about the San Bernardino shooting today . Worth a look . https://m.youtube.com/watch?v=MrA9KYuE8y4 …",San Bernardino,,['gop'],"house,gop",88weighted
1150,,#MLB #Padres Will Middlebrooks will not be in the starting lineup for Saturday 's game vs Arizona . @middlebrooks,"Will Middlebrooks,Arizona",,['gop'],"house,gop",88weighted
1151,,"RT @BallerinaX : Suspect in Midvale shooting at large , 4 schools on lockdown . Shooter at large . multiple injuries #SaltLakeCounty",Midvale,,['gop'],"house,gop",88weighted
1152,,Teen arrested after officer-involved shooting in north St . Louis,St . Louis,,['gop'],"house,gop",88weighted
1153,,Final TalkTalk breach tally : 4% of customers affected : TalkTalk continues with its practice ... #infosec #security,"TalkTalk,TalkTalk",,['gop'],"house,gop",88weighted
1154,,Fugitive from #Montana stabs self during arrest in #Mexico - Nov 3 @ 11:35 AM ET https://t.co/Mk6PR2w8a9,"#Montana,#Mexico",,['gop'],"house,gop",88weighted
1155,,You may grow anxious from an endless stream of erratic and ecl ... More for Virgo https://t.co/dYwEMekTpi,Virgo,,['gop'],"house,gop",88weighted
1156,,Oakland Family Services #HIPAA breach ; 16K clients affected by phishing : … Org . notification : …,"Oakland Family Services,#HIPAA",,['gop'],"house,gop",88weighted
1157,,RT @AgiwaldW : Toltec Warriors 10th-12th century CE Tollan ( Tula ) #Mexico #archaeology By Luidger,"Tollan,#Mexico,Luidger",,['gop'],"house,gop",88weighted
1158,,@ashgunnlfc @matchoowly_ingo And we'd just finished 3rd in the league on the same number of points as Chelsea in 2nd before Aguero came .,"Chelsea,Aguero",,['gop'],"house,gop",88weighted
1159,,"nulinhos "" by ISABEL KERSHNER via NYT August 17 , 2015 at 01:00 AM","ISABEL KERSHNER,NYT",,['gop'],"house,gop",88weighted
1160,,"Sat . JC football Mt . SAC at Chaffey , 6 Mt . San Jacinto at San Bernardino Valley , 6 El Camino at Citrus , 1 Southwestern at Victor Valley , 1","JC,Mt . SAC,Chaffey,Mt . San Jacinto,San Bernardino Valley,El Camino,Citrus,Southwestern,Victor Valley",,['gop'],"house,gop",88weighted
1161,,RT @Calum5SOS : Ready to play with @GMA tomorrow morning .. And Cleveland in the evening . Will I be seeing YOU ?,Cleveland,,['gop'],"house,gop",88weighted
1162,,"@null Jum'at, 11 September 2015 Jam 06:03 #AutoFreeFollowers",,,['gop'],"house,gop",88weighted
1163,,@MyUncleIsAG oui mais j'ai pas l'application sur IPad et mon ordinateur ne marche plus .,,,['gop'],"house,gop",88weighted
1164,,A recent experience may have created unexpected ripples in you ... More for Gemini,Gemini,,['gop'],"house,gop",88weighted
1165,,RT @Losfresnosswim : BBQ on Friday .,,,['gop'],"house,gop",88weighted
1166,,RT @paparin4545 : The oronain H ointment which you may eat which you may take,oronain H ointment,,['gop'],"house,gop",88weighted
1167,,"Editor 's note : To recap , a shooting was reported at a high school in north Portland . Police later said the shooting…",Portland,,['gop'],"house,gop",88weighted
1168,,RT @AthansABC11 : #breaking CCSO : Andrew Michaelis fired at least 30 rounds in shooting that killed 2 pic.twitter.com/L44JqerEuL,Andrew Michaelis,,['gop'],"house,gop",88weighted
1169,,"Data Breach at Affects 93,000 Customers #WebHosting",http://Web.com,,['gop'],"house,gop",88weighted
1170,,Lien de mon crew :,,,['gop'],"house,gop",88weighted
1171,,"RT @FootballFunnys : David Luiz ( Tuesday) : "" If I score against Chelsea , I won't celebrate out of respect .""","David Luiz,Chelsea",,['gop'],"house,gop",88weighted
1172,,Shabana &amp; Daughter Interview at 5th Annual Mijwan Fashion Show By Manish Malhotra,"Shabana,5th Annual Mijwan Fashion Show,Manish Malhotra",,['gop'],"house,gop",88weighted
1173,,"I keep telling the cat he 's getting a haircut tomorrow , but I don't think he believes me .",,,['gop'],"house,gop",88weighted
1174,,"RT @mpoppel : BREAKING -- WLDS-TV : 5 dead in Manchester , Illinois shooting ; gunman arrested after high-speed pursuit","WLDS-TV,Manchester,Illinois",,['gop'],"house,gop",88weighted
1175,,RT @Alain_Aoun : Commemorating Oct 13 in Baabda,Baabda,,['gop'],"house,gop",88weighted
1176,,Up to 14 people dead in San Bernardino shooting : police,San Bernardino,,['gop'],"house,gop",88weighted
1177,,"Watch your neck , may chiki nae nae . Hahaha rp",,,['gop'],"house,gop",88weighted
1178,, @SunCountryAir : Tray table happiness time . Is it too early for Baileys ? #Never #TGIF  Hope i get this msp-mco MON,Baileys,,['gop'],"house,gop",88weighted
1179,,Baby ? s birthday party gunfire leaves one dead in Calif .: Shooting in park in Sacramento during one-year-old 's party le ... #RussianSpring,"Calif,Sacramento",,['gop'],"house,gop",88weighted
1180,,RT @tomhobabies : The moment that we are waiting for ! Tommy and Miho will be in showtime tomorrow ! Whos exited ? #ShowtimeKiLigContinues,"Tommy,Miho,showtime",,['gop'],"house,gop",88weighted
1181,,Police looking for 2 cars in Detroit east side shooting - @freep #sp4zee,Detroit,,['gop'],"house,gop",88weighted
1182,,"Download goibibo app and get Rs1000Gocash Sign-up using referral code 3052507 https://t.co/AgySbPMmiN June 19 , 2015 at 02:29 PM #aslidosti","goibibo,Rs1000Gocash",,['gop'],"house,gop",88weighted
1183,,"RT @JacobBenedicto : Mayweather may have won the fight , but Manny won the hearts of the entire world . #YanAngPinoy","Mayweather,Manny",,['gop'],"house,gop",88weighted
1184,,"RT @Cshells33Wells : Wolf is a young , healthy boy ... he needs a chance to live ! #adopt https://t.co/zkt0zCQGu4",Wolf,,['gop'],"house,gop",88weighted
1185,,"RT @sannthosh7777 : March 14th , 2014 ki March 14th , 2015 ki definite ga trust build cheskunnadu janaallo .. #JanasenaFoundationDay """,,,['gop'],"house,gop",88weighted
1186,,@sgtover #BlackPrideWeekend #Philly Fri . 4/24 at The Loft &amp; Sat . 4/25 at HR 's #GirlsOnGirl #RT,"The Loft,HR 's",,['gop'],"house,gop",88weighted
1187,,RT @ezimuoh_ : Mourinho 's Post Match interview on monday is justified,Mourinho,,['gop'],"house,gop",88weighted
1188,,Can't wait to hear #Obama 's press conference on #ISIS #ChattanoogaShooting where he'll assure us that #Islam is the #ReligionOfPeace . #TCOT,"#Obama,#ISIS,#Islam",,['gop'],"house,gop",88weighted
1189,,RT MiltonSecurity : #vBulletin announces mandatory #password reset following #databreach,"MiltonSecurity,#vBulletin",,['gop'],"house,gop",88weighted
1190,,Snapchat Suffers Security Breach,Snapchat,,['gop'],"house,gop",88weighted
1191,,"On October 21 , 2015 I'm going to spend 40$ on soda .",,,['gop'],"house,gop",88weighted
1192,,#Livestream notifies users of possible #databreach . pic.twitter.com/dhEMOhOY34,,,['gop'],"house,gop",88weighted
1193,,It 's Thursday . Be great today !,,,['gop'],"house,gop",88weighted
1194,,"Catch up on the social headlines : Polar Vortex , Clickable Paper , Snapchat Breach & more from @SocialToaster -","Clickable Paper,Snapchat",,['gop'],"house,gop",88weighted
1195,,"RT @ItsOWSOM : Oia , mau ngasih tau nih kalau pendaftaran untuk ikut kelas september #OWSOM udah ditutup ya !",,,['gop'],"house,gop",88weighted
1196,,~ may not be near . Their minds aren't as safe as mine is . I look around for Kayden and I finally find her on the couch making out with ~,Kayden,,['gop'],"house,gop",88weighted
1197,,"#oreillyfactor Bill THINKS he has read &amp; understands the 14th Amendment , but then he 's a simple man . https://t.co/nBRW7bjMLV","Bill,14th Amendment",,['gop'],"house,gop",88weighted
1198,,@sterminshotel Annual Charity Golf Day @ North Hants G.C 4 Pancreatic &amp; Breast Cancer in Aug . Please are u able 2donate a prize 4 r auction ?,"Annual Charity Golf Day,North Hants",,['gop'],"house,gop",88weighted
1199,,Hope all of the people in Santa Monica are ok #santamonicacollege #shooting #hopeyouareok #prayers,Santa Monica,,['gop'],"house,gop",88weighted
1200,,RT @anthonycraig73 : I liked a @YouTube video from @technascribe https://t.co/jPyKlRmsNe December 2015 MHC TEAM | EP 03 | Blazes ! Run !,,,['gop'],"house,gop",88weighted
1201,,Pre order the album #NotAnApology by @BeaMiller on iTunes ! Its out tomorrow &amp; you'll definitely not regret it ! x56,"#NotAnApology,iTunes",,['gop'],"house,gop",88weighted
1202,,"RT @iheyo : Raif Badawi , the Saudi Arabian blogger sentenced to 1,000 lashes , may now get the death penalty",Raif Badawi,,['gop'],"house,gop",88weighted
1203,,Hello and happpppy Saturday Adam ! How are you today ? Have a nice day :) @adamferrara,Adam,,['gop'],"house,gop",88weighted
1204,,"Mayweather Akan Pensiun di Bulan September : Mengingat usianya yang sudah tidak muda lagi ( 38 tahun) , Mayweathe ...",,,['gop'],"house,gop",88weighted
1205,,Apple iPod nano 5th Generation / LOADED WITH 122 SONGS,Apple iPod nano 5th Generation,,['gop'],"house,gop",88weighted
1206,,My new EP is released on the 28th of November via pre order now live,,,['gop'],"house,gop",88weighted
1207,,"Savour all the little moments in the here and now , we're never guaranteed tomorrow .",,,['gop'],"house,gop",88weighted
1208,,#CLASAPRESENTS Amendments to the Labour Laws with Ivan Israelstam &amp; Alison Lee in Joburg on August 20 . #CPDPoints,"Ivan Israelstam,Alison Lee,Joburg",,['gop'],"house,gop",88weighted
1209,,Federal law enforcement officials say the man accused in a shooting rampage at the Washington Navy Yard that left ...,Washington Navy Yard,,['gop'],"house,gop",88weighted
1210,,@icc 1st tym i hve seen that dhoni taking out bowler from attack #cwc2015 #IndVSire,,,['gop'],"house,gop",88weighted
1211,,"Data breach at firm that manages Cisco , Microsoft certifications : Pearson VUE says cr ... |","Cisco,Microsoft,Pearson VUE",,['gop'],"house,gop",88weighted
1212,,RT @allkpop : VIXX win #1 + Performances from November 20th ' Music Bank'! https://t.co/Zuotqqgpk4 https://t.co/ylrNoGEfKf,"VIXX,Music",,['gop'],"house,gop",88weighted
1213,,RT @WCVB : Video : Sunday night Boston area forecast,Boston,,['gop'],"house,gop",88weighted
1214,,Our new performance facility is off the chain !!! 1st time I've ever had an up to date facility my whole life #Levels *@FeliciaHorowitz voice,,,['gop'],"house,gop",88weighted
1215,,@HafizHusairi99 may the pizza force be with you son,,,['gop'],"house,gop",88weighted
1216,,"c'mon, it 's mot a coincidence they put his sort of butler call him ' young master ' and the fact he wears an eyepatch",,,['gop'],"house,gop",88weighted
1217,,"RT @Horny4DaBiebs : #3 - Fan taken pics of Justin at his hotel in Sydney , Australia - July 2","Justin,Sydney,Australia",,['gop'],"house,gop",88weighted
1218,,"Come check us out , 10 pm June 19th @ 408 E . 6th st . @512onSixth @ThePOWPosse @MI2CREW #Juneteenth",,,['gop'],"house,gop",88weighted
1219,,@Karina4L_ yes I was the one that texted you hey on April 22nd !,,,['gop'],"house,gop",88weighted
1220,,Bazaar Kuwait - April 2015,Bazaar Kuwait,,['gop'],"house,gop",88weighted
1221,,Someone may perform such a convincing dog and pony show today ... More for Aries,Aries,,['gop'],"house,gop",88weighted
1222,,"April 03 , 2015 at 07:32 PM",,,['gop'],"house,gop",88weighted
1223,,RT @AsimJ5 : So it begins ! 1st Wage Board Meeting in Buffalo ! #FightFor15,Buffalo,,['gop'],"house,gop",88weighted
1224,,If mi no gud fi today y tomorrow .....,,,['gop'],"house,gop",88weighted
1225,,"Another mass shooting . This time in Santa Monica , California . Jesse 's dad was right . This is the other Newtown waiting to happen .","Santa Monica,California,Jesse,Newtown",,['gop'],"house,gop",88weighted
1226,,Lea Michele at People 's Choice Awards 2012 - Arrivals,"Lea Michele,People 's Choice Awards 2012",,['gop'],"house,gop",88weighted
1227,,RT @IronMaiden : That 's more like it ... #wEDnesday https://t.co/aUeSiLxOxm,,,['gop'],"house,gop",88weighted
1228,,ORD NE Jul 25 Climate : Hi : 87 Lo : 64 Precip : 0.0 Snow : M,,,['gop'],"house,gop",88weighted
1229,,"March 21 , 2015 at 08:45 AM post2",,,['gop'],"house,gop",88weighted
1230,,"Saturday Health Clinic at Runner 's Depot : "" Get off the shelf faster : How to heal that nagging injury ""...","Saturday Health Clinic,Runner 's Depot",,['gop'],"house,gop",88weighted
1231,,RT @TVJforever : Happy Monday Dabarkads !! #ALDUBNewJourney https://t.co/nFS9gCtJqX,Dabarkads,,['gop'],"house,gop",88weighted
1232,,@ZShowbball333 if recovery goes as planned for Wheeler and Flores is ok with playing 3rd full time .,"Wheeler,Flores",,['gop'],"house,gop",88weighted
1233,,"RT @HellOnWheelsAMC : Same Cullen , different railroad . #HellonWheels Season 5 premieres Saturday , July 18 at 9|8c .",Cullen,,['gop'],"house,gop",88weighted
1234,,"KOMENTAR Untuk Penampilan Ke2 "" TITIK BLITAR "" KONSER FINAL Group 5 - 8 April 2015",,,['gop'],"house,gop",88weighted
1235,,"13 dead in Navy Yard shooting ; 1 suspect dead , 1 sought … via @YahooNews ameican muslim convert is what we have here",,,['gop'],"house,gop",88weighted
1236,,"Senin , 02 November 2015 Jam 12:48",,,['gop'],"house,gop",88weighted
1237,,En train de configurer mon Twitter . #monpremierTweet,Twitter,,['gop'],"house,gop",88weighted
1238,,Britain Arm Sale to Saudi Arabia in Breach of International Law : British… #Anonymous pic.twitter.com/5zpRGvwNKy,"Britain,Saudi Arabia",,['gop'],"house,gop",88weighted
1239,,RT @VaSongbird4ever : Happy Theta Thursday ! G'Liiiiiiiiiiiiiiiiiights! #thesaltandlight .,,,['gop'],"house,gop",88weighted
1240,,"i meet tori thursday , i get focus friday . i feel so blessed",,,['gop'],"house,gop",88weighted
