,TweetSentence,annotation,calai_candidates,entry_batch,hashtags,phase1Candidates,ritter_candidates,sentID,stanford_candidates,start_time,tweetID,user
578,WAKE UP MSM.,['msm'],"['russia', 'syria']",0.0,nan,nan,"['syria', 'russia']",4,"['syria', 'russia']",2019-01-27 13:18:16.986904,377,bonecho5
579,≡ƒì⌐≡ƒì┐≡ƒì⌐≡ƒì½,[],"['russia', 'syria']",0.0,nan,,"['syria', 'russia']",5,"['syria', 'russia']",2019-01-27 13:18:16.986904,377,bonecho5
580,I know @FBI is trying to get all the spies and moles but before too much damage like nukes start using the handcuffs,[],['fbi'],0.0,nan,,[],0,[],2019-01-27 13:18:16.987889,378,mwdeeth
581,You're a special flavor of stupid.,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:16.988580,379,sametownblues
582,Last summer FBI obtained FISA warrant to monitor former Trump adviser Carter Page,"['fbi', 'fisa', 'trump', 'carter page']","['fbi', 'carter page', 'adviser']",0.0,nan,FBI::*2*||FISA::*4*||Trump::*9*||Carter Page::*11*12*||,"['fbi', 'trump', 'carter page']",0,"['fbi', 'fisa', 'trump', 'carter page']",2019-01-27 13:18:16.988940,380,AndyMcCanse
583,"I don't know if he can incriminate Trump, but this guy will flip quickly and sing like 387 birds:",['trump'],[],0.0,nan,Trump::*7*||,['trump'],0,[],2019-01-27 13:18:16.989840,381,DavidKoechner
584,Carter Page on the verge of being thrown under the bus so hard he'll wish he was flying on United:,"['carter page', 'united']",['carter page'],0.0,nan,Carter Page::*0*1*||United::*19*||,"['carter page', 'united']",0,['carter page'],2019-01-27 13:18:16.990576,382,robertcaruso
585,BINGO!,[],"['fbi', 'carter page', 'adviser']",0.0,nan,nan,"['fbi', 'carter page']",0,"['fbi', 'fisa', 'cheetolini', 'carter page']",2019-01-27 13:18:16.991472,383,RuPaul
586,FBI obtained FISA warrant to monitor former Cheetolini adviser Carter Page,"['fbi', 'fisa']","['fbi', 'carter page', 'adviser']",0.0,nan,FISA::*2*||Cheetolini::*7*||Carter Page::*9*10*||,"['fbi', 'carter page']",1,"['fbi', 'fisa', 'cheetolini', 'carter page']",2019-01-27 13:18:16.991472,383,RuPaul
587,"FBI got FISA warrant to monitor former Trump adviser Carter Page - ""probable cause...acting as agent of [Russia]""","['fbi', 'fisa', 'trump', 'carter page', 'russia']","['russia', 'fbi', 'carter page', 'adviser']",0.0,nan,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Russia::*18*||,"['trump', 'carter page', 'russia']",0,"['fbi', 'fisa', 'trump']",2019-01-27 13:18:16.992368,384,EisOnMN
588,"Carter Page was the target of Counter-terrorism probe &amp; investor in Rosneft, the Russia oil giant &amp; Trump advisor.","['carter page', 'rosneft', 'russia', 'russia oil', 'trump']","['carter page', 'rosneft', 'russia', 'oil giant & trump advisor', 'oil giant']",0.0,nan,Carter Page::*0*1*||Counter-terrorism::*6*||Rosneft::*11*||Trump::*17*||,"['carter page', 'counter-terrorism', 'rosneft', 'russia']",0,"['carter page', 'russia']",2019-01-27 13:18:16.993415,385,ClimateTalker
589,@seanhannity @FoxNews @adamhousley @oreillyfactor @TuckerCarlson @SaraCarterDC FISA'S are highly classified so this is another illegal leak,['fisa'],[],0.0,nan,FISA'S::*6*||,[],0,[],2019-01-27 13:18:16.994518,386,MyPlace4U
590,"Comey/Nunez: But before you vote, we want to make sure you understand that duplicate Hillary emails that exonerate her have been discovered.","['comey', 'nunez']",[],0.0,nan,Nunez::*1*||Hillary::*15*||,['hillary'],0,['hillary'],2019-01-27 13:18:16.995099,387,leemwilliams
591,@DavidCornDC Wash Post breaking ... FISA warrant was issued for Carter Page by FBI,[],"['carter page', 'fbi']",0.0,nan,Wash Post::*1*2*||FISA::*4*||Carter Page by FBI::*9*10*11*12*||,"['carter page', 'fbi']",0,"['@davidcorndc wash post', 'fbi']",2019-01-27 13:18:16.996063,388,KarenBlumentha1
592,"Watch @FoxNews work to distance Trump from this--Page is a former adviser NOW, but was on staff when FBI sought warrant.","['trump', 'page', 'fbi']","['fbi', 'adviser']",0.0,nan,Trump::*5*||FBI::*18*||,"['trump', 'page']",0,"['trump', 'fbi']",2019-01-27 13:18:16.996943,389,TraylorAlan
593,I think these guys that sold out our country to the devil (Russia) should probably get a Darth Vader like body guard for protection.,"['russia', 'darth vader']","['russia', 'body guard for protection']",0.0,nan,Russia::*12*||Darth Vader::*17*18*||,"['russia', 'darth vader']",0,[],2019-01-27 13:18:16.997874,390,mhg1325
594,"Carter Page will be the primary witness for the prosecution, if he lives.",['carter page'],['carter page'],0.0,nan,Carter Page::*0*1*||,['carter page'],0,[],2019-01-27 13:18:16.998847,391,3drummers
595,@mitchellvii What about Carter Page comrade?,['carter page'],['carter page'],0.0,nan,Carter Page::*3*4*||,['carter page comrade'],0,['carter page comrade?'],2019-01-27 13:18:16.999452,392,RealAlgerHiss
596,Report: FBI Got FISA Warrant to Monitor Carter Page,"['fbi', 'fisa', 'carter page']","['carter page', 'fbi']",0.0,nan,nan,['carter page'],0,"['fbi', 'carter page']",2019-01-27 13:18:16.999916,393,annehillebrand2
597,Wait...Carter Page actually compared himself to MLK (re: FBI/Justice surveillance/eavesdropping)?,[],"['fbi', 'carter page']",0.0,nan,Wait Carter Page::*0*1*2*||MLK::*7*||FBI::*9*||Justice::*10*||,['carter page'],0,[],2019-01-27 13:18:17.000252,394,Amy_Siskind
598,I'm gonna need aΓÇª,"['carter page', 'mlk']","['fbi', 'carter page']",0.0,nan,,['carter page'],1,[],2019-01-27 13:18:17.000252,394,Amy_Siskind
599,"Oh carter page, look what you have done?",['carter page'],"['syria', 'carter page', 'don']",0.0,nan,,"['carter page', 'syria', 'don']",0,"['syria', 'don']",2019-01-27 13:18:17.001387,395,huffingtonList
600,I feel sorry for Syria now.,['syria'],"['syria', 'carter page', 'don']",0.0,nan,Syria::*4*||,"['carter page', 'syria', 'don']",1,"['syria', 'don']",2019-01-27 13:18:17.001387,395,huffingtonList
601,Con man Don gonna rain tomahawk on them soon,"['don', 'tomahawk']","['syria', 'carter page', 'don']",0.0,nan,Don::*2*||,"['carter page', 'syria', 'don']",2,"['syria', 'don']",2019-01-27 13:18:17.001387,395,huffingtonList
602,"Carter Page right now, probably.",['carter page'],['carter page'],0.0,nan,Carter Page::*0*1*||,['carter page'],0,['carter page'],2019-01-27 13:18:17.002522,396,MariaLiaCalvo
603,I was going to write about hate and betrayal.,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:17.002982,397,GenKnoxx
604,But the real story here is stupidity.,[],[],0.0,nan,,[],1,[],2019-01-27 13:18:17.002982,397,GenKnoxx
605,"Amidst the latest gaffe and questionable military tactics, let us not lose sight.",[],[],0.0,nan,,[],0,[],2019-01-27 13:18:17.003621,398,akimboh
606,@realDonaldTrump @funder   The truth just keeps slowly trickling out!,[],[],0.0,Trumprussia,,[],0,[],2019-01-27 13:18:17.004215,399,Nato_true_cons
607,FoxNews: Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser,"['foxnews', 'carter page', 'fbi', 'fisa']","['carter page', 'fbi', 'adviser']",0.0,nan,Carter Page::*1*2*||FBI::*3*||FISA::*6*||,['carter page'],0,"['fbi', 'fisa']",2019-01-27 13:18:17.004636,400,newsjunkieswmo
608,More than that.,[],"['russia', 'fbi']",0.0,nan,nan,['russia'],0,"['fbi', 'page']",2019-01-27 13:18:17.005457,401,tribelaw
609,The FBI believed there was probable cause that Page was acting as an agent of Russia.,"['fbi', 'page', 'russia']","['russia', 'fbi']",0.0,nan,FBI::*1*||Page::*8*||Russia::*15*||,['russia'],1,"['fbi', 'page']",2019-01-27 13:18:17.005457,401,tribelaw
610,Does this mean the worship of phallic symbols is over &amp; we're back to reality?,[],['carter page'],0.0,"hardball, inners",,['carter page'],0,[],2019-01-27 13:18:17.006405,402,wildweezle
611,Carter Page,['carter page'],['carter page'],0.0,"hardball, inners",nan,['carter page'],1,[],2019-01-27 13:18:17.006405,402,wildweezle
612,@MikeMalloyShow,[],['carter page'],0.0,"hardball, inners",,['carter page'],2,[],2019-01-27 13:18:17.006405,402,wildweezle
613,FBI obtained FISA warrant to monitor former Trump adviser Carter Page  When will he be arrested?,"['fbi', 'fisa', 'trump', 'carter page']","['carter page', 'fbi', 'adviser']",0.0,nan,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,"['fbi', 'trump', 'carter page']",0,"['fbi', 'fisa', 'trump']",2019-01-27 13:18:17.007159,403,Vidian6
614,Finally a Special Prosecutor is needed!,[],['a special prosecutor'],0.0,nan,Finally a Special Prosecutor::*0*1*2*3*||,[],0,[],2019-01-27 13:18:17.008030,404,bugbuster55
615,Duh ya think?,[],['a special prosecutor'],0.0,nan,,[],1,[],2019-01-27 13:18:17.008030,404,bugbuster55
616,Sean Spicer/Holocaust,"['sean spicer', 'holocaust']",[],0.0,KS04,nan,"['sean', 'carter page nunes', 'twitter']",0,['sean spicerholocaust carter page nunes'],2019-01-27 13:18:17.008689,405,SuchPolitics
617,Carter Page,['carter page'],[],0.0,KS04,nan,"['sean', 'carter page nunes', 'twitter']",1,['sean spicerholocaust carter page nunes'],2019-01-27 13:18:17.008689,405,SuchPolitics
618,Nunes,['nunes'],[],0.0,KS04,nan,"['sean', 'carter page nunes', 'twitter']",2,['sean spicerholocaust carter page nunes'],2019-01-27 13:18:17.008689,405,SuchPolitics
619,BEING ON TWITTER NOW LIKE,['twitter'],[],0.0,KS04,nan,"['sean', 'carter page nunes', 'twitter']",3,['sean spicerholocaust carter page nunes'],2019-01-27 13:18:17.008689,405,SuchPolitics
620,And don't forget... Susan Rice had every right to unmask names in those incidental collections because of this... right here.,[],['susan rice'],0.0,nan,Susan Rice::*3*4*||,['susan rice'],0,['susan rice'],2019-01-27 13:18:17.009174,406,chelsea_craft
621,@seanhannity and @marklevinshow &amp; others have lied about possible treason by Carter Page &amp; others.,['carter page'],['carter page'],0.0,nan,Carter Page::*11*12*||,['carter page'],0,['carter'],2019-01-27 13:18:17.010055,407,ColoradoHeathen
622,They're traitors for the obfuscation.,[],['carter page'],0.0,nan,,['carter page'],1,['carter'],2019-01-27 13:18:17.010055,407,ColoradoHeathen
623,Former Trump Adviser Carter Page Was Being Monitored by FBI (Report),"['trump', 'carter page', 'fbi']","['fbi', 'carter page', 'adviser']",0.0,nan,nan,"['carter page', 'fbi']",0,['fbi'],2019-01-27 13:18:17.010940,408,TheWrap
624,Evidence MUST be presented to FISA judge showing probable criminality .,['fisa'],['fisa judge'],0.0,nan,FISA::*5*||,['fisa judge'],0,[],2019-01-27 13:18:17.011304,409,SteveBTI
625,"@JohnFugelsang In Soviet Russia, Page carts Carter around!","['soviet russia', 'page', 'carter']",['russia'],0.0,nan,Soviet Russia::*2*3*||Page::*4*||Carter::*6*||,"['soviet russia', 'page', 'carter']",0,['carter'],2019-01-27 13:18:17.011887,410,LREwoke
626,You half twit,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:17.012647,411,himynameisaldo
627,@mkhammer So this Carter Page revelation...should media tamp that one down to a nice 2 or 3?,['carter page'],['carter page'],0.0,nan,Carter Page::*3*4*||,['carter page'],0,[],2019-01-27 13:18:17.012931,412,HT4Real
628,"@Alyssa_Milano If Carter Page met the criterion for FISA warrant approval at his level, the others on Trump's team are officially screwed.","['carter page', 'fisa', 'trump']","['milano', 'carter page']",0.0,nan,Carter Page::*2*3*||FISA::*8*||Trump's::*17*||,"['carter page', 'trump']",0,"['carter page', 'fisa']",2019-01-27 13:18:17.013703,413,KianuStarr
629,Did Carter Page have any dealings with Russia?,"['carter page', 'russia']","['carter page', 'russia']",0.0,nan,Carter Page::*1*2*||Russia::*7*||,"['carter page', 'russia']",0,['carter page'],2019-01-27 13:18:17.014688,414,Miller_Hyatt
630,It's baaaaaackkkkk.,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:17.015295,415,OscarNunezLA
631,Those tomahawk missiles could only delay things for so long.,['tomahawk'],[],0.0,nan,,[],1,[],2019-01-27 13:18:17.015295,415,OscarNunezLA
632,Education: Understanding the Carter Page story via @resistmanual,['carter page'],[],0.0,Resistance,Understanding the Carter Page::*1*2*3*4*||,['carter page'],0,[],2019-01-27 13:18:17.015843,416,resistdashboard
633,"@ischafer @TheRickWilson Got Barfy Cam here, too.",['barfy cam'],[],0.0,nan,Got Barfy Cam::*2*3*4*||,['cam'],0,[],2019-01-27 13:18:17.016479,417,ChristinLuvsSno
634,Ruh roh.,[],[],0.0,nan,,[],0,['ruh'],2019-01-27 13:18:17.016957,418,HiMaui
635,Thats right sessions brought him in the loop.,['sessions'],[],0.0,nan,,[],1,['ruh'],2019-01-27 13:18:17.016957,418,HiMaui
636,Wonder what they have on sessions?,[],[],0.0,nan,,[],2,['ruh'],2019-01-27 13:18:17.016957,418,HiMaui
637,@AshLadBlog good times.,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:17.017813,419,ChicagoAli
638,WTF did Senate push thru 's nomination with this mess hanging over Trump?,"['senate', 'trump']","['senate', 'roe v. wade']",0.0,ThiefJusticeGorsuch,Senate::*2*||Trump::*12*||,"['senate', 'trump', 'wade']",0,"['wtf', 'senate']",2019-01-27 13:18:17.018075,420,AynAyahSteenkur
639,Oh yeah.,[],"['senate', 'roe v. wade']",0.0,ThiefJusticeGorsuch,nan,"['senate', 'trump', 'wade']",1,"['wtf', 'senate']",2019-01-27 13:18:17.018075,420,AynAyahSteenkur
640,Roe v. Wade.,['roe v. wade'],"['senate', 'roe v. wade']",0.0,ThiefJusticeGorsuch,Wade::*2*||,"['senate', 'trump', 'wade']",2,"['wtf', 'senate']",2019-01-27 13:18:17.018075,420,AynAyahSteenkur
641,Did I miss something on the calendar??,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:17.019258,421,kimijtoo
642,Is it national Foot-In-Mouth day?,[],[],0.0,nan,Foot-In-Mouth::*3*||,[],1,[],2019-01-27 13:18:17.019258,421,kimijtoo
643,Or Stomp-On-History month?,[],[],0.0,nan,Stomp-On-History::*1*||,[],2,[],2019-01-27 13:18:17.019258,421,kimijtoo
644,@TheCartelMatt FBI  HRC's Andrew McCabe was secretly working with  Lynch/Obama/Rice to spy on Donald Trump team VIA any means necessary!,"['fbi', 'hrc', 'andrew mccabe', 'lynch', 'obama', 'rice', 'trump', 'donald trump']","['fbi', 'carter page', 'andrew mccabe']",0.0,nan,FBI HRC's Andrew McCabe::*1*2*3*4*||Lynch::*9*||Obama::*10*||Rice::*11*||Donald Trump::*15*16*||,"['hrc', 'andrew mccabe', 'donald trump', 'carter page']",0,"['fbi', 'andrew mccabe', 'donald trump']",2019-01-27 13:18:17.020426,422,glennyork
645,Carter Page,['carter page'],"['fbi', 'carter page', 'andrew mccabe']",0.0,nan,nan,"['hrc', 'andrew mccabe', 'donald trump', 'carter page']",1,"['fbi', 'andrew mccabe', 'donald trump']",2019-01-27 13:18:17.020426,422,glennyork
646,The real story - FBI obtained FISA warrant to monitor former Trump adviser Carter Page,"['fbi', 'fisa', 'trump', 'carter page']","['fbi', 'carter page', 'adviser']",0.0,nan,FBI::*4*||FISA::*6*||Trump::*11*||Carter Page::*13*14*||,"['the real story', 'fbi', 'trump', 'carter page']",0,"['fbi', 'fisa', 'trump', 'carter page']",2019-01-27 13:18:17.022067,423,HariNarayanKris
647,Dear @presssec and @realdonaldtrump.,[],"['the washington post', 'the washington post', 'carter page', 'trump', 'an advisor']",0.0,nan,,"['washington post', 'carter page']",0,"['trump', 'washington post', 'carter page']",2019-01-27 13:18:17.023125,424,GinoKusa
648,Remember that Trump himself told the Washington Post that Carter Page is an advisor.,"['trump', 'washington post', 'carter page']","['the washington post', 'the washington post', 'carter page', 'trump', 'an advisor']",0.0,nan,Trump::*2*||Washington Post::*6*7*||Carter Page::*9*10*||,"['washington post', 'carter page']",1,"['trump', 'washington post', 'carter page']",2019-01-27 13:18:17.023125,424,GinoKusa
649,Put a pin in that.,[],"['the washington post', 'the washington post', 'carter page', 'trump', 'an advisor']",0.0,nan,,"['washington post', 'carter page']",2,"['trump', 'washington post', 'carter page']",2019-01-27 13:18:17.023125,424,GinoKusa
650,@justinhendrix @Kelly6358633 Let's face it Donald &amp; GOP facilitated Oil Deals with Russia in exchange for help with the election!,['donald'],"['russia', 'carter page', 'gop', 'oil industry consultant', 'oil']",0.0,nan,Donald::*5*||GOP::*7*||Oil Deals with Russia::*9*10*11*12*||,"['donald', 'gop', 'russia', 'carter page']",0,"['donald', 'gop', 'russia']",2019-01-27 13:18:17.024553,425,AssHrdRndWorld
651,Carter Page oil industry consultant?,"['gop', 'oil deals', 'russia']","['russia', 'carter page', 'gop', 'oil industry consultant', 'oil']",0.0,nan,Carter Page::*0*1*||,"['donald', 'gop', 'russia', 'carter page']",1,"['donald', 'gop', 'russia']",2019-01-27 13:18:17.024553,425,AssHrdRndWorld
652,@tribelaw I Think Carter Page Was The Guy.,['carter page'],"['..lawyer', 'congress']",0.0,nan,Think Carter Page::*2*3*4*||Guy::*7*||,"['carter page was the guy', 'congress', 'carter page']",0,['congress'],2019-01-27 13:18:17.025936,426,Bulldawg2482
653,....Republicans in Congress That Talked to Carter Page During Election.,"['republicans', 'congress', 'carter page']","['..lawyer', 'congress']",0.0,nan,nan,"['carter page was the guy', 'congress', 'carter page']",1,['congress'],2019-01-27 13:18:17.025936,426,Bulldawg2482
654,..Lawyer Up,[],"['..lawyer', 'congress']",0.0,nan,nan,"['carter page was the guy', 'congress', 'carter page']",2,['congress'],2019-01-27 13:18:17.025936,426,Bulldawg2482
655,Real headline: Trump was right!,['trump'],[],0.0,nan,Trump::*2*||,['trump'],0,['trump'],2019-01-27 13:18:17.027019,427,heffbombs
656,(He wasn't),[],[],0.0,nan,nan,['trump'],1,['trump'],2019-01-27 13:18:17.027019,427,heffbombs
657,"I move for a ""reckoning.""",[],[],0.0,nan,,[],0,[],2019-01-27 13:18:17.027639,428,ErgoShow
658,Dear @fbi please dump all u know re: 45/Russia to @washingtonpost now before he gets into a nuclear pissing contest with NKorea,['nkorea'],"['russia', 'fbi']",0.0,nan,Russia::*9*||NKorea::*22*||,['nkorea'],0,['nkorea'],2019-01-27 13:18:17.028062,429,IndivisibleNWFL
659,@cnnbrk PROOF!!,[],['trump advisor'],0.0,nan,PROOF::*1*||,"['russians', 'spicer']",0,['trump'],2019-01-27 13:18:17.029017,430,eat_pray_slay84
660,"Trump advisor in contact with Russians during campaign.. And you air 2 blocks on Spicer... Ok, he's an idiot..move on!","['trump', 'russians']",['trump advisor'],0.0,nan,Russians::*5*||Spicer::*14*||,"['russians', 'spicer']",1,['trump'],2019-01-27 13:18:17.029017,430,eat_pray_slay84
661,FBI signals to Carter Page that it has him nailed in Donald Trump Russia scandal,"['fbi', 'carter page', 'donald trump', 'russia']","['carter page', 'fbi', 'russia', 'donald trump']",0.0,nan,Carter Page::*3*4*||Donald Trump Russia::*11*12*13*||,"['carter page', 'donald trump russia']",0,"['fbi', 'carter page', 'donald trump russia']",2019-01-27 13:18:17.030293,431,PalmerReport
662,Let's not forget.,[],[],0.0,"Trumprussia, russiagate",,[],0,[],2019-01-27 13:18:17.031089,432,FrancesRauer
663,many have come down with a bad case of,[],[],0.0,menschhausensyndrome,nan,[],0,[],2019-01-27 13:18:17.031386,433,Terra_Nulius
664,lol,[],[],0.0,menschhausensyndrome,nan,[],1,[],2019-01-27 13:18:17.031386,433,Terra_Nulius
665,"Ah, but Carter Page is the kindling.",['carter page'],['carter page'],0.0,nan,Carter Page::*2*3*||,['carter page'],0,['carter page'],2019-01-27 13:18:17.031588,434,Stephm717
